"","Total.Entries","CS","ID","RD1","RD2","RD3","RD4","RD5","R1","R2","R3","R4","R5","RD_sum","R_sum","CurrentLabel","NextLabel"
"3563",33,32,1,0,0,0,1,7,0,0,0,1,14,16,33,1,2
"3564",33,32,1,0,0,0,1,8,0,0,0,1,32,17,57,1,2
"3565",33,32,1,0,0,1,1,5,0,0,2,4,15,24,106,0,0
"3566",33,32,1,0,1,1,2,4,0,1,3,6,29,42,185,0,2
"3567",33,33,0,0,0,0,0,1,0,0,0,0,4,8,14,1,1
"3568",33,33,0,0,0,0,1,1,0,0,0,3,10,16,62,1,1
"3569",33,33,0,0,0,0,1,2,0,0,0,2,4,18,30,0,0
"3570",33,33,0,0,0,0,1,2,0,0,0,2,13,13,36,1,2
"3571",33,33,0,0,0,0,1,3,0,0,0,2,6,20,38,1,1
"3572",33,33,0,0,0,0,1,3,0,0,0,2,8,20,45,1,2
"3573",33,33,0,0,0,0,1,3,0,0,0,2,15,18,55,1,1
"3574",33,33,0,0,0,0,1,5,0,0,0,2,14,26,52,1,1
"3575",33,33,0,0,0,1,1,2,0,0,1,2,9,22,55,0,1
"3576",33,33,0,0,0,1,1,2,0,0,1,3,10,26,74,1,1
"3577",33,33,0,0,0,1,1,2,0,0,1,3,12,22,62,2,0
"3578",33,33,0,0,0,1,1,2,0,0,2,6,14,23,105,0,1
"3579",33,33,0,0,0,1,1,3,0,0,1,1,5,20,30,0,1
"3580",33,33,0,0,0,1,1,3,0,0,1,2,12,21,48,0,1
"3581",33,33,0,0,0,1,1,3,0,0,2,4,15,26,114,0,0
"3582",33,33,0,0,0,1,1,3,0,0,2,5,18,30,115,0,2
"3583",33,33,0,0,0,1,1,6,0,0,1,3,15,35,67,1,0
"3584",33,33,0,0,1,1,1,4,0,1,2,4,34,35,157,0,1
"3585",33,33,0,0,1,1,2,2,0,1,2,6,44,35,173,0,0
"3586",34,22,12,0,0,0,1,11,0,0,0,1.75,53,34,125,0,1
"3587",34,28,6,0,0,1,1,4,0,0,1,4,16,27,88,0,0
"3588",34,32,2,0,0,0,1,4,0,0,0,2,18,24,49,0,0
"3589",34,32,2,0,0,1,1,7,0,0,1,2.75,24,34,80,0,1
"3590",34,33,1,0,0,0.5,1,2,0,0,0.5,2,20,24,61,0,0
"3591",34,33,1,0,0,1,1,9,0,0,1,3.75,55,37,133,0,0
"3592",34,34,0,0,0,0,0,2,0,0,0,0,13,7,23,0,0
"3593",34,34,0,0,0,0,1,1,0,0,0,2.75,7,16,51,1,0
"3594",34,34,0,0,0,0,1,2,0,0,0,1,4,14,22,1,0
"3595",34,34,0,0,0,0,1,2,0,0,0,1,4,17,25,1,2
"3596",34,34,0,0,0,0,1,2,0,0,0,2,9,18,50,1,0
"3597",34,34,0,0,0,0,1,2,0,0,0,2,17,17,60,0,0
"3598",34,34,0,0,0,0,1,3,0,0,0,5.25,14,18,95,1,1
"3599",34,34,0,0,0,0,1,5,0,0,0,2,13,23,50,1,2
"3600",34,34,0,0,0,0.5,1,3,0,0,0.5,2,11,22,58,1,1
"3601",34,34,0,0,0,1,1,1,0,0,1.5,3,10,20,73,0,0
"3602",34,34,0,0,0,1,1,2,0,0,1,1,7,21,39,0,2
"3603",34,34,0,0,0,1,1,2,0,0,1,2.75,11,19,74,1,1
"3604",34,34,0,0,0,1,1,2,0,0,1,3,11,21,76,0,2
"3605",34,34,0,0,0,1,1,3,0,0,1,2.75,16,23,73,0,0
"3606",34,34,0,0,0,1,1,3,0,0,2,4.75,19,29,112,0,0
"3607",34,34,0,0,0,1,1,4,0,0,1,1.75,27,25,80,0,0
"3608",34,34,0,0,0,1,1,4,0,0,1,2,9,30,52,1,1
"3609",34,34,0,0,0,1,1,5,0,0,1,2,32,28,98,0,0
"3610",35,6,29,0,1,2,3,6,0,1,3,5.5,15,73,151,0,2
"3611",35,30,5,0,0,0,1,7,0,0,0,3,28,39,100,0,0
"3612",35,32,3,0,0,0,1,3,0,0,0,1,17,15,44,0,0
"3613",35,32,3,0,0,0,1,4,0,0,0,3,17,28,66,0,0
"3614",35,32,3,0,0,1,1.5,7,0,0,1,4.5,26,40,138,1,1
"3615",35,33,2,0,0,0,1,2,0,0,0,1,13,15,59,0,1
"3616",35,33,2,0,0,0,1,11,0,0,0,1.5,39,29,88,0,0
"3617",35,33,2,0,0,1,2,4,0,0,1,3,12,36,90,1,1
"3618",35,34,1,0,0,0,1,7,0,0,0,1,19,28,71,1,0
"3619",35,34,1,0,0,1,1,3,0,0,1,2,13,30,72,0,0
"3620",35,34,1,0,0,1,1,4,0,0,1,3,18,25,90,0,0
"3621",35,34,1,0,1,1,1,2,0,1,3,5,17,30,128,0,0
"3622",35,35,0,0,0,0,1,1,0,0,0,1,13,13,39,0,2
"3623",35,35,0,0,0,0,1,1,0,0,0,1,25,12,42,2,1
"3624",35,35,0,0,0,0,1,2,0,0,0,1,11,12,36,0,1
"3625",35,35,0,0,0,0,1,2,0,0,0,2,5,17,37,0,2
"3626",35,35,0,0,0,0,1,2,0,0,0,2,9,18,52,1,2
"3627",35,35,0,0,0,0,1,6,0,0,0,1,17,26,48,0,2
"3628",35,35,0,0,0,1,1,2,0,0,1,4,40,28,128,1,1
"3629",35,35,0,0,0,1,1,2,0,0,1,5.5,14,21,115,0,0
"3630",35,35,0,0,0,1,1,2,0,0,2,4,17,29,106,1,1
"3631",35,35,0,0,0,1,1,3,0,0,1,2,9,26,52,1,2
"3632",35,35,0,0,0,1,1,3,0,0,1,4,28,30,144,0,0
"3633",35,35,0,0,0,1,1,3,0,0,2,6,14,30,111,1,2
"3634",35,35,0,0,0,1,1,3,0,0,2,6.5,33,34,161,1,0
"3635",35,35,0,0,0,1,1,3,0,0,4,9,26,29,189,0,1
"3636",35,35,0,0,0,1,1,6,0,0,1,2.5,15,30,80,1,2
"3637",35,35,0,0,0,1,1,6,0,0,1,3.5,30,28,102,1,0
"3638",36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3639",36,33,3,0,0,0,1,3,0,0,0,1,6,20,36,2,1
"3640",36,33,3,0,0,0,1,9,0,0,0,1,24,27,57,1,1
"3641",36,34,2,0,0,0,1,13,0,0,0,1,19,28,48,1,1
"3642",36,35,1,0,0,0,1,7,0,0,0,1,19,26,62,0,0
"3643",36,35,1,0,0,1,1,4,0,0,3,5,20,29,121,0,0
"3644",36,35,1,0,0,1,1,6,0,0,1,2.5,38,31,111,0,0
"3645",36,36,0,0,0,0,1,2,0,0,0,1,6,17,32,1,0
"3646",36,36,0,0,0,0,1,2,0,0,0,1.25,19,20,82,0,0
"3647",36,36,0,0,0,0,1,2,0,0,0,2,14,14,55,1,1
"3648",36,36,0,0,0,0,1,2,0,0,0,2.25,9,18,60,0,0
"3649",36,36,0,0,0,0,1,3,0,0,0,1.25,12,21,47,0,1
"3650",36,36,0,0,0,0,1,3,0,0,0,2,9,20,51,0,0
"3651",36,36,0,0,0,0,1,3,0,0,0,2,12,20,61,1,1
"3652",36,36,0,0,0,0,1,3,0,0,0,2,30,23,75,1,2
"3653",36,36,0,0,0,0.5,1,3,0,0,0.5,2,8,20,47,1,0
"3654",36,36,0,0,0,1,1,2,0,0,1,4,11,25,88,0,0
"3655",36,36,0,0,0,1,1,5,0,0,1,2.25,36,28,94,1,0
"3656",37,23,14,0,0,0,1,8,0,0,0,3,20,43,96,0,0
"3657",37,26,11,0,0,0,1,4,0,0,0,1,22,17,51,0,0
"3658",37,34,3,0,0,1,1,9,0,0,1,3,32,44,94,1,1
"3659",37,35,2,0,0,0,1,4,0,0,0,3,35,22,91,1,1
"3660",37,35,2,0,0,0,1,6,0,0,0,3,26,30,108,0,1
"3661",37,35,2,0,0,1,1,3,0,0,2,7,20,35,167,0,0
"3662",37,36,1,0,0,0,1,3,0,0,0,2,8,21,56,2,1
"3663",37,36,1,0,0,0,1,3,0,0,0,3,23,23,97,1,1
"3664",37,36,1,0,0,1,1,5,0,0,1,4,13,26,88,0,2
"3665",37,36,1,0,1,1,2,5,0,1,2,6,40,51,198,1,1
"3666",37,37,0,0,0,0,1,1,0,0,0,1,3,11,19,1,1
"3667",37,37,0,0,0,0,1,2,0,0,0,1,4,13,24,0,1
"3668",37,37,0,0,0,0,1,2,0,0,0,2,10,17,55,1,1
"3669",37,37,0,0,0,0,1,2,0,0,1,2,13,21,73,0,2
"3670",37,37,0,0,0,0,1,3,0,0,0,1,5,16,27,1,1
"3671",37,37,0,0,0,0,1,3,0,0,0,2,9,21,60,0,0
"3672",37,37,0,0,0,0,1,3,0,0,0,2,11,25,52,1,1
"3673",37,37,0,0,0,0,1,3,0,0,0,2,22,21,76,0,0
"3674",37,37,0,0,0,0,1,3,0,0,0,3,14,23,78,1,0
"3675",37,37,0,0,0,0,1,4,0,0,0,1,4,14,20,1,0
"3676",37,37,0,0,0,0,1,6,0,0,0,2,20,23,73,0,1
"3677",37,37,0,0,0,1,1,1,0,0,1,3,22,20,76,0,0
"3678",37,37,0,0,0,1,1,3,0,0,2,5,35,33,162,0,1
"3679",37,37,0,0,1,1,2,4,0,1,3,7,27,55,185,1,1
"3680",38,31,7,0,0,0,1.75,11,0,0,0,2,41,43,117,0,2
"3681",38,33,5,0,0,0,1,2,0,0,0,2,8,20,55,0,0
"3682",38,34,4,0,0,0,1,13,0,0,0,1,60,30,93,0,0
"3683",38,35,3,0,0,0,0.75,35,0,0,0,0.75,146,45,159,1,2
"3684",38,35,3,0,0,0,1,2,0,0,0,1,4,17,20,1,0
"3685",38,35,3,0,0.25,1,2,11,0,0.25,1,7.5,28,58,180,1,2
"3686",38,36,2,0,0,0,1,2,0,0,0,1,6,24,40,0,0
"3687",38,36,2,0,0,1,1,3,0,0,1,3.75,19,33,102,1,0
"3688",38,36,2,0,1,1,1.75,7,0,1,3,6,21,50,154,0,0
"3689",38,37,1,0,0,0,1,6,0,0,0,3,12,28,91,0,2
"3690",38,37,1,0,0,1,1,15,0,0,1,3,89,40,160,0,0
"3691",38,38,0,0,0,0,1,2,0,0,0,1,4,13,20,1,1
"3692",38,38,0,0,0,0,1,2,0,0,0,1.75,24,18,76,1,1
"3693",38,38,0,0,0,0.5,1,2,0,0,0.5,1,8,22,37,1,0
"3694",38,38,0,0,0,1,1,2,0,0,1,2.75,15,23,69,1,1
"3695",38,38,0,0,0,1,1,2,0,0,1,3,10,26,62,0,0
"3696",38,38,0,0,0,1,1,3,0,0,1,2,23,25,87,1,1
"3697",38,38,0,0,0,1,1,3,0,0,1,3,11,32,73,0,0
"3698",38,38,0,0,0,1,1,4,0,0,1,2.75,13,33,73,0,1
"3699",38,38,0,0,0,1,1,5,0,0,1.5,4.75,48,38,210,1,1
"3700",38,38,0,0,0,1,2,5,0,0,1,3.75,28,40,154,0,1
"3701",38,38,0,0,0.25,1,1,3,0,0.25,2,5,32,39,155,1,1
"3702",39,36,3,0,0,1,1,7,0,0,1,3,15,34,76,1,1
"3703",39,37,2,0,0,0,1,4,0,0,0,1,20,26,59,1,0
"3704",39,37,2,0,0,1,1,4,0,0,1,2.5,12,31,70,0,0
"3705",39,37,2,0,0,1,1,10,0,0,1,3,15,34,86,0,0
"3706",39,38,1,0,0,1,1,3,0,0,1,4.5,27,30,152,1,1
"3707",39,38,1,0,0,1,1,5,0,0,1,2,14,33,73,1,0
"3708",39,39,0,0,0,0,1,1,0,0,0,2.5,11,17,67,1,1
"3709",39,39,0,0,0,0,1,2,0,0,0,1,7,17,29,1,0
"3710",39,39,0,0,0,0,1,2,0,0,0,1,17,23,57,1,2
"3711",39,39,0,0,0,0,1,2,0,0,0,2,6,22,44,0,2
"3712",39,39,0,0,0,0,1,3,0,0,0,2,9,16,48,0,2
"3713",39,39,0,0,0,1,1,2,0,0,1,3,12,25,85,1,0
"3714",39,39,0,0,0,1,1,3,0,0,1,2.5,13,23,72,1,2
"3715",39,39,0,0,0,1,1,6,0,0,1,3,14,30,72,0,0
"3716",39,39,0,0,0.5,1,1,5,0,0.5,2,5.5,26,39,156,0,0
"3717",39,39,0,0,1,1,1,3,0,1.5,4,10,53,39,349,0,2
"3718",40,38,2,0,0,1,1,5,0,0,1,3.25,51,35,160,2,1
"3719",40,38,2,0,0,1,1,9,0,0,1,5,36,48,151,0,1
"3720",40,39,1,0,0,0,1,4,0,0,0,1,14,22,53,0,0
"3721",40,39,1,0,0,1,1,2,0,0,1,3,14,25,90,0,0
"3722",40,39,1,0,0,1,1,4,0,0,1,4,12,36,95,1,2
"3723",40,39,1,0,0,1,1,5,0,0,1,3,15,33,87,0,1
"3724",40,39,1,0,0,1,1,12,0,0,1,4,58,37,151,0,1
"3725",40,40,0,0,0,0,0,2,0,0,0,0,6,6,14,0,0
"3726",40,40,0,0,0,0,1,2,0,0,0,2,13,18,64,1,1
"3727",40,40,0,0,0,0,1,2,0,0,0,2.25,15,18,73,1,0
"3728",40,40,0,0,0,0,1,4,0,0,0,1,15,19,50,0,0
"3729",40,40,0,0,0,0,1,4,0,0,0,1.25,19,26,65,2,2
"3730",40,40,0,0,0,1,1,3,0,0,1,2,26,25,98,0,0
"3731",40,40,0,0,0,1,1,4,0,0,1,3,13,30,81,1,0
"3732",40,40,0,0,0,1,1,8,0,0,1,2,18,32,69,0,0
"3733",40,40,0,0,0,1,1,10,0,0,1,2,32,43,95,1,1
"3734",40,40,0,0,0,1,1.25,7,0,0,3,6.5,23,49,219,1,1
"3735",41,7,34,0,0,1,3,10,0,0,2,7,50,71,242,0,0
"3736",41,34,7,0,0,0,1,17,0,0,0,1,61,70,202,0,2
"3737",41,39,2,0,0,0,0,5,0,0,0,0,9,14,23,1,1
"3738",41,40,1,0,0,0,1,4,0,0,0,2,13,29,77,1,2
"3739",41,40,1,0,0,0,1,21,0,0,0,1,81,37,122,0,2
"3740",41,40,1,0,0,1,1,6,0,0,1,4,24,40,145,0,1
"3741",41,41,0,0,0,0,1,2,0,0,0,2,15,21,74,1,1
"3742",41,41,0,0,0,0,1,2,0,0,0,3,6,21,56,1,1
"3743",41,41,0,0,0,0,1,4,0,0,0,2,17,28,89,0,1
"3744",41,41,0,0,0,1,1,2,0,0,1,4,28,30,146,0,1
"3745",41,41,0,0,0,1,1,3,0,0,1,3,20,31,95,0,1
"3746",41,41,0,0,0,1,1,3,0,0,2,6,23,37,173,1,1
"3747",41,41,0,0,0,1,1,5,0,0,1,2,11,35,72,0,2
"3748",41,41,0,0,0,1,1,6,0,0,1,3,11,32,90,0,0
"3749",42,15,27,0,1,1.5,5.75,15,0,1,2.5,9,56,137,347,1,2
"3750",42,22,20,0,0,0,1,5,0,0,0,3,12,35,77,0,0
"3751",42,35,7,0,0,1,1,20,0,0,1,3,47,60,201,0,0
"3752",42,37,5,0,0,0.5,1,2,0,0,0.5,2,10,24,55,0,0
"3753",42,39,3,0,0,0,1,9,0,0,0,1.75,36,39,96,0,0
"3754",42,39,3,0,0.25,1,2,11,0,0.25,2,4,46,64,194,1,1
"3755",42,41,1,0,0,0,1,2,0,0,0,2,8,19,43,2,0
"3756",42,41,1,0,0,0,1,4,0,0,0,1,14,22,59,0,0
"3757",42,41,1,0,0,0,1,5,0,0,0,1,36,27,81,1,1
"3758",42,41,1,0,0,0,1,12,0,0,0,1,62,27,96,1,1
"3759",42,41,1,0,0,0.5,1,4,0,0,0.5,3.75,20,34,91,1,1
"3760",42,41,1,0,0,0.5,1,11,0,0,0.5,3.75,49,41,139,0,0
"3761",42,41,1,0,0,1,1,11,0,0,1,3,28,42,119,1,2
"3762",42,41,1,0,1,1,1,3,0,1,3,11.5,49,39,350,0,2
"3763",42,42,0,0,0,0,1,2,0,0,0,1,5,19,33,1,1
"3764",42,42,0,0,0,0,1,3,0,0,0,2,13,25,66,1,1
"3765",42,42,0,0,0,0,1,3,0,0,0,2,24,21,76,0,0
"3766",42,42,0,0,0,0,1,4,0,0,0,2,10,32,53,1,0
"3767",42,42,0,0,0,1,1,2,0,0,2,4,19,32,105,0,1
"3768",42,42,0,0,0,1,1,2,0,0,2,12.5,38,30,341,0,1
"3769",43,22,21,0,0,1,2.5,10,0,0,1,5,18,83,139,0,2
"3770",43,39,4,0,0,1,1.5,12,0,0,1,3,108,64,245,1,0
"3771",43,40,3,0,1,1,2,18,0,1,3,10,113,76,393,0,0
"3772",43,41,2,0,0,1,1,3,0,0,1,2.5,12,29,76,0,0
"3773",43,41,2,0,0,1,2,8,0,0,1,3,16,56,92,0,0
"3774",43,42,1,0,0,0,1,2,0,0,0,1,9,15,33,1,1
"3775",43,42,1,0,0,0,1,3,0,0,0,3,18,23,79,0,1
"3776",43,42,1,0,0,0,1,8,0,0,0,2,79,31,123,1,1
"3777",43,42,1,0,0,1,1,3,0,0,1,2,9,27,65,0,1
"3778",43,42,1,0,0,1,1,5,0,0,1,4,25,34,159,1,1
"3779",43,42,1,0,1,1,1,4,0,1,1,3,41,46,136,0,0
"3780",43,43,0,0,0,0,0.5,2,0,0,0,0.5,3,14,19,1,1
"3781",43,43,0,0,0,0,1,3,0,0,0,1,5,20,28,1,1
"3782",43,43,0,0,0,0,1,6,0,0,0,1,12,31,68,0,0
"3783",43,43,0,0,0,1,1,3,0,0,1,3.5,15,32,120,1,1
"3784",43,43,0,0,1,1,1.5,4,0,1,2,6,30,56,230,1,1
"3785",44,10,34,0,0,1,3,28,0,0,2,4.25,109,120,303,0,0
"3786",44,22,22,0,0,1,1,15,0,0,1.5,4.25,27,59,181,0,0
"3787",44,34,10,0,0,1,1,11,0,0,1,2,88,54,200,0,2
"3788",44,38,6,0,0,0,1,8,0,0,0,1.25,25,36,90,0,0
"3789",44,38,6,0,0,1,1,3,0,0,1,4,40,33,153,1,0
"3790",44,41,3,0,0,0,1,13,0,0,0,2,32,39,93,1,1
"3791",44,41,3,0,0,0.5,1,3,0,0,0.5,3,23,32,106,0,0
"3792",44,41,3,0,0,1,1,6,0,0,1,2.25,16,42,121,0,0
"3793",44,42,2,0,0,0,1,5,0,0,0,1.25,12,22,56,0,0
"3794",44,43,1,0,0,0,1,10,0,0,0,1,23,26,53,1,1
"3795",44,43,1,0,0,1,2,7,0,0,2,6.25,92,53,271,0,0
"3796",44,44,0,0,0,0,1,2,0,0,0,1,6,21,39,1,1
"3797",44,44,0,0,0,0,1,2,0,0,0,1,9,15,38,1,1
"3798",44,44,0,0,0,0,1,2,0,0,0,1.25,13,18,51,0,1
"3799",44,44,0,0,0,0,1,3,0,0,0,1,14,22,59,1,1
"3800",44,44,0,0,0,0,1,3,0,0,0,2,32,22,72,0,1
"3801",44,44,0,0,0,0,1,4,0,0,0,2.25,9,27,75,1,1
"3802",44,44,0,0,0,0,1,6,0,0,0,1,17,25,60,0,0
"3803",44,44,0,0,1,1,1,11,0,1.75,5,12,48,65,448,1,1
"3804",45,38,7,0,0,0,1,15,0,0,0,2,53,81,252,0,1
"3805",45,40,5,0,0,0,1,6,0,0,0,1,18,39,83,0,2
"3806",45,41,4,0,0,1,1,4,0,0,1,3,14,31,89,1,0
"3807",45,41,4,0,0,1,1,16,0,0,1,2,48,42,126,1,0
"3808",45,42,3,0,0,1,1,6,0,0,2,7,25,48,187,0,2
"3809",45,43,2,0,0,0,0,2,0,0,0,0,6,12,27,1,1
"3810",45,43,2,0,0,0,1,2,0,0,0,1,6,19,28,0,0
"3811",45,43,2,0,0,1,1,4,0,0,1,1,14,30,74,1,2
"3812",45,43,2,0,0,1,1,6,0,0,1,3,14,33,127,1,0
"3813",45,44,1,0,0,0,1,2,0,0,0,1,22,16,73,2,0
"3814",45,44,1,0,0,0,1,3,0,0,0,1,21,20,47,1,2
"3815",45,44,1,0,0,0,1,6,0,0,0,3,28,36,154,0,1
"3816",45,44,1,0,0,1,1,2,0,0,1,4,21,29,131,0,0
"3817",45,44,1,0,0,1,1,7,0,0,1,3,13,35,108,1,2
"3818",45,45,0,0,0,0,1,2,0,0,0,1,11,22,65,0,0
"3819",45,45,0,0,0,0,1,2,0,0,0,1,15,22,52,0,0
"3820",45,45,0,0,0,0,1,2,0,0,0,2,10,19,72,1,2
"3821",45,45,0,0,0,0,1,3,0,0,0,1,7,24,43,2,0
"3822",45,45,0,0,0,1,1,2,0,0,2,5,38,31,195,0,1
"3823",45,45,0,0,0,1,1,3,0,0,1,3,43,30,163,0,1
"3824",45,45,0,0,0,1,1,3,0,0,1,6,41,30,352,0,0
"3825",45,45,0,0,0,1,1,4,0,0,1,3,13,36,101,1,0
"3826",45,45,0,0,0,1,1,4,0,0,1,5,20,43,157,0,2
"3827",45,45,0,0,0,1,1,5,0,0,2,4,11,48,124,1,1
"3828",45,45,0,0,1,1,2,4,0,1,1,5,21,55,159,0,0
"3829",46,24,22,0,1,1,1,5,0,1,3,5,41,54,224,1,1
"3830",46,42,4,0,0,1,2,12,0,0,1,8,74,72,467,0,1
"3831",46,44,2,0,0,0,1,5,0,0,0,2.75,34,31,149,0,1
"3832",46,44,2,0,0,1,1,14,0,0,1,2,116,47,228,0,0
"3833",46,45,1,0,0,0,1,3,0,0,0,1,7,21,39,1,1
"3834",46,45,1,0,0,1,1,4,0,0,1,3,12,33,93,1,1
"3835",46,45,1,0,0,1,1,7,0,0,2,7,21,43,189,1,2
"3836",46,46,0,0,0,0,0.75,1,0,0,0,0.75,3,12,17,1,1
"3837",46,46,0,0,0,0,1,2,0,0,0,1,7,18,45,1,0
"3838",46,46,0,0,0,1,1,4,0,0,1,3.75,16,44,137,0,0
"3839",46,46,0,0,0,1,1,5,0,0,1,3.75,93,42,233,0,0
"3840",46,46,0,0,1,1,2,4,0,1,2,7,33,55,228,1,1
"3841",47,32,15,0,0,1,3,15,0,0,2,10,92,120,483,0,1
"3842",47,42,5,0,0,1,1,15,0,0,1,4,89,54,241,0,1
"3843",47,43,4,0,0,0,1,8,0,0,0,1.5,16,44,76,0,0
"3844",47,46,1,0,0,0,1,4,0,0,0,1,12,28,63,1,1
"3845",47,46,1,0,0,0,1,5,0,0,0,1.5,31,32,96,0,0
"3846",47,46,1,0,0,0,1,5,0,0,0,2,57,28,143,0,0
"3847",47,46,1,0,0,0,1,8,0,0,0,1.5,31,37,97,2,0
"3848",47,46,1,0,0,1,1,6,0,0,2,7,25,49,250,1,1
"3849",47,47,0,0,0,0,1,2,0,0,0,1,15,17,50,0,0
"3850",47,47,0,0,0,0,1,3,0,0,0,1,6,20,40,0,1
"3851",47,47,0,0,0,0,1,3,0,0,0,1.5,9,30,58,1,0
"3852",47,47,0,0,0,1,1,4,0,0,1,4,21,44,141,1,0
"3853",47,47,0,0,0,1,1,4,0,0,1,6,21,42,178,1,1
"3854",47,47,0,0,0,1,1,6,0,0,1,3,23,31,106,0,2
"3855",47,47,0,0,0.5,1,1,4,0,0.5,2,6.5,26,51,204,0,2
"3856",48,22,26,0,0,2,4.25,11,0,0,3,12,36,126,388,0,1
"3857",48,30,18,0,0,1,1,5,0,0,1,2.25,17,37,119,0,2
"3858",48,42,6,0,0,0.5,1,5,0,0,0.5,1.25,13,36,66,0,0
"3859",48,43,5,0,0,0,1,10,0,0,0,1,17,43,80,0,0
"3860",48,44,4,0,0,1,1,3,0,0,2.5,6.25,28,40,212,1,0
"3861",48,44,4,0,0,1,1,4,0,0,2,5,52,44,241,1,1
"3862",48,47,1,0,0,0,1,2,0,0,0,3,10,26,78,0,0
"3863",48,47,1,0,0,0,1,3,0,0,0,2,31,29,76,1,1
"3864",48,47,1,0,0,0.5,1,3,0,0,0.5,2,15,28,80,0,2
"3865",48,47,1,0,0,1,1,4,0,0,1,3,34,40,146,1,1
"3866",48,47,1,0,0,1,1,7,0,0,1,3.25,29,36,175,0,1
"3867",48,48,0,0,0,0,1,3,0,0,0,2,7,31,59,0,1
"3868",48,48,0,0,0,0,1,3,0,0,0,2,12,25,67,1,0
"3869",48,48,0,0,0,0,1,5,0,0,0,3,20,31,130,1,0
"3870",48,48,0,0,0,0,1,6,0,0,0,2.25,41,41,152,1,0
"3871",48,48,0,0,0,0.5,1,6,0,0,0.5,2,19,35,75,1,1
"3872",48,48,0,0,0,1,1,3,0,0,1,3,17,33,132,0,0
"3873",48,48,0,0,0,1,1,4,0,0,1,2,8,36,65,0,0
"3874",49,15,34,0,0,1,2,10,0,0,1,4,81,91,294,0,0
"3875",49,27,22,0,1,2,3,7,0,1,3,7,19,124,229,0,0
"3876",49,42,7,0,0,0,1,4,0,0,0,2,13,33,98,1,0
"3877",49,45,4,0,0,1,1,3,0,0,1,3,17,39,142,0,0
"3878",49,47,2,0,0,0,1,14,0,0,0,1,57,31,87,1,0
"3879",49,47,2,0,0,1,1,7,0,0,1,3,18,40,111,1,1
"3880",49,48,1,0,0,0,1,3,0,0,0,1,19,26,84,0,0
"3881",49,48,1,0,0,1,1,11,0,0,1,3,21,51,122,1,0
"3882",49,48,1,0,1,1,2,5,0,1,3,6,43,59,262,1,1
"3883",49,49,0,0,0,0,0,1,0,0,0,0,3,7,13,0,0
"3884",49,49,0,0,0,0,1,1,0,0,0,1,7,14,35,0,1
"3885",49,49,0,0,0,0,1,2,0,0,0,2,7,26,64,2,2
"3886",49,49,0,0,0,1,1,2,0,0,1,3,13,44,107,0,0
"3887",49,49,0,0,0,1,1,2,0,0,4,11,34,43,374,1,1
"3888",49,49,0,0,0,1,1,3,0,0,1,4,15,38,136,0,0
"3889",50,48,2,0,0,0,1,6,0,0,0,2,33,35,123,0,1
"3890",50,49,1,0,0,1,1,5,0,0,2,5,63,51,324,0,0
"3891",50,50,0,0,0,0,1,2,0,0,0,1,7,24,54,0,0
"3892",50,50,0,0,0,0,1,2,0,0,0,1,13,20,70,1,0
"3893",50,50,0,0,0,0,1,2,0,0,0,2,13,29,69,0,0
"3894",50,50,0,0,0,0,1,3,0,0,0,1.75,13,28,68,1,2
"3895",50,50,0,0,0,0,1,3,0,0,0,2,11,32,78,1,1
"3896",50,50,0,0,0,0,1,5,0,0,0,1,15,26,57,0,0
"3897",50,50,0,0,0,1,1,2,0,0,1.5,4,9,37,131,1,0
"3898",50,50,0,0,0,1,1,5,0,0,1,2,18,35,107,0,0
"3899",50,50,0,0,1,1,1,2,0,1,2,5.75,30,49,255,0,0
"3900",51,44,7,0,0,0,1,6,0,0,0,2,29,43,128,0,0
"3901",51,48,3,0,0,0,1,9,0,0,0,1.5,13,31,85,0,2
"3902",51,50,1,0,0,0,1,11,0,0,0,1,159,42,278,1,1
"3903",51,51,0,0,1,1,1,11,0,1,4,10,61,68,379,1,1
"3904",52,35,17,0,1,1,2,14,0,1,3,8.25,94,107,450,0,2
"3905",52,49,3,0,0,1,1,6,0,0,1,3,26,39,118,0,0
"3906",52,50,2,0,0,1,1,6,0,0,1,3.25,11,44,116,1,1
"3907",52,52,0,0,0,0,1,2,0,0,0,2,7,22,54,1,2
"3908",52,52,0,0,0,0,1,3,0,0,0,2,14,29,66,1,2
"3909",52,52,0,0,0,0.5,1,2,0,0,0.5,2,33,31,127,2,2
"3910",52,52,0,0,0,1,1,2,0,0,1,2.25,9,30,84,0,0
"3911",52,52,0,0,0,1,1,3,0,0,1,2,9,34,74,0,0
"3912",52,52,0,0,0,1,1,3,0,0,1,2.25,11,45,97,0,0
"3913",52,52,0,0,0,1,1,3,0,0,1,4,21,31,169,1,1
"3914",52,52,0,0,0,1,1,3,0,0,2,7,15,38,200,0,0
"3915",52,52,0,0,0,1,1,4,0,0,1,3.25,29,41,172,0,0
"3916",53,47,6,0,0,1,2,8,0,0,1,3,18,64,129,1,1
"3917",53,48,5,0,0,1,1,9,0,0,1,7,85,56,295,0,0
"3918",53,48,5,0,0,1,2,12,0,0,1,5,54,77,248,1,0
"3919",53,50,3,0,0,1,1,23,0,0,1,4,41,79,182,1,1
"3920",53,51,2,0,0,0,1,3,0,0,0,2,21,30,112,1,0
"3921",53,52,1,0,0,1,1,17,0,0,1,5,54,69,230,0,0
